id,log_price,Prices,property_type,room_type,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,host_has_profile_pic,host_identity_verified,host_response_rate,host_since,instant_bookable,latitude,longitude,name,neighbourhood,number_of_reviews,review_scores_rating,zipcode,bedrooms,beds
1446325,5.105945474,165,Apartment,Entire home/apt,5,1,Real Bed,strict,TRUE,NYC,t,f,100%,6/26/13,t,40.76073712,-73.9847041,Times Square - Special Price NOVEMBER,Times Square/Theatre District,6,100,10019,1,2
8339618,5.703782475,300,House,Entire home/apt,14,3,Real Bed,moderate,TRUE,LA,t,t,100%,3/14/16,t,34.14579253,-118.5584458,Gorgeous vacation Manor 5rooms,null,38,94,91356,5,5
11183298,4.077537444,59,Apartment,Private room,2,1,Real Bed,flexible,FALSE,NYC,t,t,null,7/3/14,f,40.79866292,-73.941485,Lorenna Gonzalez,East Harlem,0,null,10035,1,1
10807838,4.787491743,120,Apartment,Entire home/apt,2,1,Real Bed,strict,TRUE,DC,t,t,null,5/13/12,f,38.9370013,-77.03310937,Spacious Studio in Columbia Heights,Columbia Heights,8,95,20010,0,1
8113240,5.010635294,150,Townhouse,Entire home/apt,2,1,Real Bed,strict,TRUE,SF,t,t,100%,11/2/15,f,37.76122501,-122.4509505,Quiet Luxury in Central San Francisco,Cole Valley,24,100,94117,1,1
5339857,4.248495242,70,Apartment,Entire home/apt,2,1,Real Bed,flexible,FALSE,NYC,t,f,null,6/8/16,t,40.74590356,-73.92118823,Apartment in Queens NY,Sunnyside,0,null,11104,1,1
1276783,6.214608098,500,Apartment,Entire home/apt,10,1.5,Real Bed,flexible,FALSE,SF,t,f,null,1/25/16,f,37.75742612,-122.4094099,Sunny Mission District Apartment,Mission District,0,null,94110,4,5
21174008,5.288267031,198,Apartment,Entire home/apt,4,1,Real Bed,strict,TRUE,NYC,t,t,100%,2/10/12,t,40.72234678,-73.98319036,"BEST NYC APT IN THE HEART OF DOWNTOWN, SLEEPS 4.",Alphabet City,96,88,10002,2,2
4014128,4.553876892,95,Apartment,Entire home/apt,3,1,Real Bed,flexible,TRUE,DC,t,t,null,7/16/14,f,38.92253265,-77.02764816,Sunny Apartment in Columbia Heights,Columbia Heights,10,93,20009,1,2
15910220,3.761200116,43,House,Private room,2,1,Real Bed,strict,TRUE,LA,t,t,100%,7/30/16,f,33.98863355,-117.9650458,"Garden Retreat, Private, View",null,14,99,91745,1,1
11507776,4.700480366,110,Condominium,Entire home/apt,4,1.5,Real Bed,flexible,TRUE,Boston,t,f,100%,1/3/17,t,42.32251341,-71.05745689,2 Bed / 1.5 Bath Condo. 5-minute walk to Red Line.,Dorchester,4,100,2125,2,2
4977384,4.787491743,120,Apartment,Private room,2,1,Real Bed,moderate,TRUE,NYC,t,t,67%,6/12/13,f,40.72964032,-73.98096373,Sunny & Spacious Room in the Heart of East Village,Alphabet City,4,100,10009,1,1
17438389,5.010635294,150,Apartment,Entire home/apt,2,2,Real Bed,flexible,TRUE,LA,t,f,null,12/17/14,f,33.88662522,-118.404899,MB Condo - 6 Blocks from Beach,Manhattan Beach,7,91,90266,2,2
20074223,3.401197382,30,Apartment,Private room,1,1,Real Bed,moderate,TRUE,LA,t,t,100%,10/11/14,f,34.01843013,-118.4153062,Awesome location near Venice Bch b!,Palms,36,95,90034,1,1
15903424,4.990432587,147,Apartment,Entire home/apt,6,1,Real Bed,strict,TRUE,Chicago,t,t,100%,10/2/14,f,41.94691144,-87.68787102,Upscale Home: 2Br/5Bed Roscoe Village/ Cubs,North Center,84,97,60618,2,5
13784828,4.828313737,125,Apartment,Entire home/apt,2,1,Real Bed,moderate,TRUE,NYC,t,t,100%,5/14/13,f,40.80798367,-73.95144351,1BR Apt. Manhattan NYC,Harlem,24,89,10027,1,1
4188562,4.382026635,80,Apartment,Private room,2,1,Real Bed,flexible,FALSE,SF,t,t,null,11/7/14,f,37.74827746,-122.4096091,Wonderful Mission/Bernal apartment,Bernal Heights,0,null,94110,1,1
9231791,4.553876892,95,House,Private room,2,2,Real Bed,strict,FALSE,LA,t,t,100%,3/14/14,t,34.09190284,-118.3260459,Hollywood Private Room Twin Beds,Hollywood,96,96,90038,1,2
10365342,5.857933154,350,House,Entire home/apt,4,2,Real Bed,flexible,TRUE,LA,t,t,67%,5/21/15,f,34.10625608,-118.2750219,Los Feliz Luxury - Happiness Family,Los Feliz,16,94,90027,2,2
17995252,7.313220387,1500,Apartment,Entire home/apt,6,1,Real Bed,flexible,TRUE,DC,t,t,null,9/11/15,f,38.89274729,-77.00035017,Capitol Hill Prime Location for Inauguration,Capitol Hill,0,null,20002,2,2
20555314,5.003946306,149,House,Entire home/apt,4,1,Real Bed,strict,TRUE,LA,t,f,100%,11/29/13,f,33.95606476,-118.4479075,360 Degree Panoramic Ocean & City View  Must See!,Westchester/Playa Del Rey,36,96,90293,1,2
3957762,3.850147602,47,House,Private room,1,1,Real Bed,strict,TRUE,LA,t,t,100%,9/5/12,f,34.11655863,-118.2016181,"Best neighborhood, comfy, clean, close to DTLA!",Highland Park,2,100,90042,1,1
13190642,4.248495242,70,Apartment,Entire home/apt,2,1,Real Bed,moderate,TRUE,NYC,t,t,100%,9/3/12,f,40.68197029,-73.94564499,"Bright, spacious, green BedStuy apartment",Bedford-Stuyvesant,8,100,11216,1,1
13114164,4.86753445,130,Apartment,Entire home/apt,4,1,Real Bed,flexible,TRUE,Boston,t,f,null,11/25/14,f,42.33685272,-71.0730617,BEST DEAL- 1 Bd in South End,South End,0,null,2118,1,2
11359913,4.691347882,109,House,Entire home/apt,3,1,Real Bed,strict,TRUE,LA,t,t,100%,8/14/12,f,34.02780043,-118.4420517,Guest Hse Santa Monica/UCLA/Brentwd,Mar Vista,137,94,90064,1,2
1455223,4.905274778,135,Apartment,Entire home/apt,2,1,Real Bed,flexible,TRUE,NYC,t,t,null,8/14/13,f,40.70766272,-73.94439217,"Modern, stylish, convenient, Williamsburg",Williamsburg,12,87,11206,1,1
13298137,4.934473933,139,Apartment,Entire home/apt,6,1.5,Real Bed,flexible,TRUE,DC,t,t,100%,11/10/14,f,38.91470657,-77.00761407,Beautiful Bloomingdale Row Home,null,2,100,20002,2,3
14856742,5.003946306,149,Apartment,Entire home/apt,6,2,Real Bed,strict,TRUE,NYC,t,t,100%,11/25/15,f,40.71861697,-73.83470766,2bedroom Apt 20 min to Manhattan,Forest Hills,9,96,11375,2,4
6170995,5.298317367,200,Condominium,Private room,2,1,Real Bed,moderate,TRUE,NYC,t,t,null,7/11/13,f,40.76547803,-73.99374311,Bedroom (KING) & private bath - Brand New & Modern,Hell's Kitchen,20,98,10019,1,1
18311476,4.219507705,68,House,Private room,1,1,Real Bed,strict,TRUE,LA,t,t,100%,12/23/15,f,34.00777715,-118.3356008,A Few Miles From USC & Downtown LA,South LA,5,96,90008,1,1
13803111,5.241747015,189,House,Entire home/apt,9,1.5,Real Bed,moderate,TRUE,NYC,t,t,100%,11/10/09,f,40.66138875,-73.94728387,One family house with 4 bedrooms!!!,East Flatbush,6,80,11225,4,8
7009791,3.688879454,40,Apartment,Private room,2,1,Real Bed,moderate,TRUE,NYC,t,t,100%,8/3/15,f,40.85244336,-73.93125884,Elegant room in Northern Manhattan,Washington Heights,10,92,10033,1,2
20353421,4.49980967,90,Apartment,Private room,1,1,Real Bed,strict,TRUE,NYC,t,t,null,10/2/14,f,40.70476142,-74.01556687,Sunny Private Room with Roof Terrace & River View,Financial District,2,100,10004,1,1
10879246,5.247024072,190,Apartment,Entire home/apt,2,1,Real Bed,moderate,TRUE,SF,t,f,100%,11/23/15,f,37.76394785,-122.4996286,Modern Outer Sunset One Bedroom,Outer Sunset,33,100,94122,1,1
19019762,5.342334252,209,Apartment,Entire home/apt,4,1,Real Bed,strict,TRUE,NYC,t,t,80%,9/29/14,f,40.7198429,-73.95858728,4ppl Williamsburg NYC w. Garden,Williamsburg,44,97,11249,2,2
16071277,4.605170186,100,Apartment,Private room,2,1,Real Bed,moderate,TRUE,NYC,t,t,100%,8/15/12,f,40.74206097,-73.98014395,Mid-century Apt. Next To Subway,Kips Bay,9,100,10016,1,1
18190456,4.418840608,83,House,Entire home/apt,2,1,Real Bed,flexible,FALSE,LA,t,f,null,6/30/16,t,33.84378717,-118.1784857,My House,Long Beach,0,null,90807,1,1
12476212,5.616771098,275,Apartment,Entire home/apt,4,1,Real Bed,strict,TRUE,NYC,t,t,90%,3/5/13,f,40.73505604,-73.99976778,Stylish & Elegant 1BD Loft in West Village,West Village,103,90,10012,1,2
4630944,4.442651256,85,Apartment,Entire home/apt,2,1,Real Bed,flexible,FALSE,NYC,t,f,50%,6/2/15,f,40.71470194,-73.84762682,Spacious clean home,Forest Hills,0,null,11375,1,2
14779590,6.388561406,595,Apartment,Entire home/apt,5,2,Real Bed,strict,TRUE,NYC,t,t,100%,8/15/12,f,40.72381236,-73.99684183,"Rare, elegant, sunny and large loft with sauna",Soho,46,98,10012,2,3
3369898,4.828313737,125,Apartment,Entire home/apt,3,1,Real Bed,strict,TRUE,DC,t,t,98%,2/23/14,t,38.9095842,-77.02398546,Luxury meets Comfort in Shaw 1 BR,Shaw,89,92,20001,1,1
818114,6.214608098,500,Apartment,Entire home/apt,6,1,Real Bed,flexible,FALSE,DC,t,f,null,10/14/15,t,38.88771295,-76.9850543,Capitol Hill 2Br Apt Perfect for the Inauguration,Barney Circle,0,null,20003,2,2
7823396,4.17438727,65,House,Private room,2,1,Real Bed,moderate,TRUE,NYC,t,f,100%,5/27/15,f,40.6904042,-73.83727382,Large Private Studio Newly Renevated,Richmond Hill,74,96,11419,1,1
18821462,5.433722004,229,Apartment,Entire home/apt,2,1,Real Bed,strict,TRUE,NYC,t,t,67%,7/15/12,f,40.74748333,-74.00570485,Beautiful Chelsea 1 Bedroom!,Chelsea,10,86,10011,1,2
12918829,4.248495242,70,Condominium,Private room,1,1.5,Real Bed,strict,TRUE,SF,t,t,100%,10/23/11,t,37.75469249,-122.3996677,Private Room in Potrero Oasis,Potrero Hill,23,98,94107,1,1
9768424,4.605170186,100,Apartment,Private room,2,1,Real Bed,flexible,TRUE,NYC,t,t,90%,6/8/16,t,40.71143788,-73.95233375,Grand Street Private Bedroom,Williamsburg,5,85,11211,1,1
4472978,4.744932128,115,Apartment,Private room,4,1,Real Bed,strict,FALSE,LA,t,t,94%,2/21/16,t,34.01666107,-118.4913699,Downtown Santa Monica 5min to beach,Santa Monica,4,70,90401,1,1
14036911,4.605170186,100,Apartment,Entire home/apt,3,1,Real Bed,moderate,TRUE,NYC,t,t,null,8/12/14,f,40.8655815,-73.9222771,Inwood Artist's Apartment,Inwood,0,null,10034,1,2
173733,4.828313737,125,Apartment,Private room,2,1,Real Bed,moderate,TRUE,NYC,t,f,89%,11/27/16,f,40.76683436,-73.98283843,"The best location in the city, clean and spacious",Hell's Kitchen,1,null,10019,1,1
1708771,4.584967479,98,House,Entire home/apt,2,1,Real Bed,strict,TRUE,LA,t,t,100%,2/9/16,t,34.08256362,-118.2786813,Sunny Spacious Silverlake Studio,Silver Lake,27,92,90026,0,1
15341726,3.36729583,29,House,Private room,2,0.5,Pull-out Sofa,strict,TRUE,LA,t,t,94%,9/10/10,t,34.10549405,-118.3106238,Hollywood OASIS with sweet backyard,Hollywood Hills,42,91,90068,1,1
20187139,4.49980967,90,Apartment,Entire home/apt,2,1,Real Bed,flexible,TRUE,LA,t,t,83%,7/31/14,f,34.04035454,-118.4630318,West LA Studio! Brentwood/Santa Monica Adjacent,West Los Angeles,0,null,90025,0,1
18476381,3.401197382,30,Apartment,Shared room,2,1,Real Bed,strict,TRUE,LA,t,f,100%,11/15/15,f,33.93274145,-118.2811362,Cozy couch and airbed.,null,0,null,90061,1,2
13685207,5.686975356,295,House,Entire home/apt,6,3,Real Bed,strict,TRUE,LA,t,t,35%,9/29/14,f,34.10936832,-118.3308013,Whitley Manor: Historic Villa in Hollywood,Hollywood Hills,8,100,90068,3,3
16559427,5.991464547,400,House,Entire home/apt,1,1,Futon,strict,TRUE,SF,t,t,100%,11/23/12,f,37.75948148,-122.4034998,"View house 1 Room 1 B, Potrero Hill, easy parking",Potrero Hill,1,100,94107,1,1
15748789,4.442651256,85,Apartment,Entire home/apt,4,1,Real Bed,flexible,TRUE,LA,t,t,null,2/29/12,f,33.75991874,-118.1306442,"Two bedroom apt, steps away from shops/bars/beach!",Long Beach,5,100,90803,2,2
10128415,4.86753445,130,Apartment,Entire home/apt,4,1,Real Bed,moderate,FALSE,Chicago,t,t,100%,12/20/15,t,41.8343982,-87.64411712,Bridgeport Home,Bridgeport,2,80,60616,2,2
900915,6.003887067,405,Townhouse,Entire home/apt,8,2.5,Real Bed,strict,TRUE,NYC,t,t,100%,11/1/14,f,40.68513363,-73.95286263,"Airy 4 BR Triplex - Private Yard,  Trendy Bed-Stuy",Bedford-Stuyvesant,22,100,11216,4,5
11775422,4.553876892,95,Apartment,Entire home/apt,4,1,Real Bed,strict,TRUE,LA,t,f,100%,11/13/16,t,33.98974906,-118.343063,"Clean, Cute and Comfortable",null,14,93,90043,2,3
20730452,5.105945474,165,Loft,Entire home/apt,6,1,Real Bed,flexible,FALSE,NYC,t,f,90%,3/29/17,t,40.81034273,-73.93165921,South Bronx-Piano District artist Loft/,Port Morris,5,100,10451,2,3
2011301,4.941642423,140,House,Entire home/apt,8,1.5,Real Bed,strict,TRUE,LA,t,t,100%,7/30/15,t,34.01783264,-118.3053163,HUGE historic home onMETRO(train)USC/COLISEUM,South LA,10,93,90018,3,6
4948953,4.779123493,119,Apartment,Entire home/apt,2,1,Real Bed,strict,TRUE,LA,t,t,98%,8/22/14,t,33.97302166,-118.4616232,Beachside studio w/private garden,Marina Del Rey,89,92,90292,0,1
20616848,4.234106505,69,Apartment,Private room,1,1,Real Bed,strict,FALSE,NYC,t,t,100%,6/4/13,f,40.80130613,-73.96750149,Huge Room in Manhattan's Upper West,Upper West Side,2,100,10025,1,1
13800671,5.272999559,195,Apartment,Entire home/apt,3,1,Real Bed,strict,TRUE,NYC,t,t,93%,11/22/13,f,40.73618924,-73.97952945,Modern Alcove Studio- Gramercy NYC,Gramercy Park,7,100,10010,0,1
6672742,3.951243719,52,House,Private room,2,1,Real Bed,strict,TRUE,NYC,t,t,null,4/23/15,f,40.68226606,-73.93305101,Spend Your Fall in Bed-Stuy,Bedford-Stuyvesant,1,80,11233,1,1
8070926,4.48863637,89,Apartment,Entire home/apt,4,1,Real Bed,moderate,TRUE,Chicago,t,t,100%,10/6/14,f,41.9528976,-87.69911613,Comfortable 2 bedroom near Wrigley,Irving Park,1,null,60618,2,3
13911043,4.86753445,130,Apartment,Entire home/apt,2,1,Real Bed,flexible,TRUE,Chicago,t,f,100%,11/13/15,t,41.93719691,-87.65713357,Spacious Lakeview/Lincoln Park destination,Lakeview,0,null,60657,1,1
1472481,5.010635294,150,Apartment,Entire home/apt,4,1,Real Bed,flexible,TRUE,NYC,t,f,null,2/17/15,f,40.71681415,-73.95577604,Cozy Williamsburg 1BR Apt @ L Train,Williamsburg,2,100,11211,1,2
16721710,4.17438727,65,Guesthouse,Entire home/apt,2,1,Real Bed,moderate,TRUE,NYC,t,t,100%,2/2/16,f,40.68374437,-73.9447044,Vanilla Tea - Cozy Studio Hideaway in Bed Stuy #5,Bedford-Stuyvesant,57,94,11216,1,1
2904571,6.476972363,650,Apartment,Entire home/apt,4,1,Real Bed,strict,FALSE,DC,t,t,100%,4/14/15,f,38.9356139,-77.03815022,"Gorgeous, abundant sunlight and close everything!",Mount Pleasant,0,null,20010,2,2
9953144,3.688879454,40,Apartment,Shared room,1,1,Real Bed,flexible,FALSE,LA,t,f,null,6/11/16,f,34.07020688,-118.4531512,Kelton Arms 107,Westwood,7,93,90024,1,1
3182499,4.17438727,65,Apartment,Private room,2,1,Real Bed,flexible,FALSE,NYC,t,t,null,12/3/12,f,40.67284029,-73.9521031,Bright Room in Great Location,Crown Heights,0,null,11216,1,1
7534226,4.744932128,115,Apartment,Private room,2,1,Real Bed,strict,TRUE,NYC,t,t,100%,11/28/12,f,40.72072769,-73.98954391,Cozy Room in Lower East Side- NYC,Lower East Side,12,92,10002,1,1
17593141,5.283203729,197,Apartment,Entire home/apt,5,2,Real Bed,strict,TRUE,LA,t,t,100%,4/12/16,f,34.09084535,-118.3583862,"Sleek, Modern 2-bedroom Oasis in Weho w Parking",West Hollywood,30,99,90046,2,3
14621206,4.317488114,75,Apartment,Private room,2,1.5,Real Bed,strict,TRUE,NYC,t,t,null,8/21/14,f,40.79662877,-73.94893101,Room right on Central Park!,East Harlem,5,96,10029,1,1
14614422,5.616771098,275,Apartment,Entire home/apt,2,1,Real Bed,flexible,TRUE,NYC,t,t,100%,12/2/15,f,40.75721115,-73.99830147,Highrise Living in NYC,Hell's Kitchen,0,null,10018,1,1
19084981,5.241747015,189,House,Entire home/apt,6,2,Real Bed,strict,TRUE,DC,t,t,100%,11/21/16,t,38.91298697,-77.03087892,Gorgeous PERFECTLY Located 2 BR 3 BED Row Home,Logan Circle,26,95,20009,2,3
8473327,4.317488114,75,Apartment,Private room,2,1,Real Bed,flexible,FALSE,LA,t,t,100%,6/18/14,f,33.76791958,-118.175192,Private Room in Alamitos Beach,null,2,100,90802,1,2
7807308,4.828313737,125,Apartment,Entire home/apt,2,1,Real Bed,moderate,TRUE,LA,t,f,100%,2/14/16,f,33.95979623,-118.4058135,Beautiful private studio by LAX and the ocean,Westchester/Playa Del Rey,34,99,90045,0,2
14913538,6.063785209,430,Apartment,Entire home/apt,3,2,Real Bed,moderate,FALSE,NYC,t,f,null,2/1/17,f,40.7068408,-74.01184447,Unique G,Financial District,0,null,10006,2,2
19488400,5.288267031,198,House,Entire home/apt,8,1,Real Bed,strict,TRUE,SF,t,t,100%,1/24/16,f,37.77794411,-122.4799253,"Sunny&Convenient SFH w/ Parking&Yard, A+ Location",Richmond District,113,92,null,3,4
7950588,5.010635294,150,Apartment,Entire home/apt,2,1,Real Bed,moderate,TRUE,NYC,t,t,67%,1/21/14,f,40.7298261,-74.00556613,Spacious West Village Studio Apt,West Village,8,100,10014,0,2
1399352,4.442651256,85,Condominium,Entire home/apt,4,1,Real Bed,moderate,TRUE,Chicago,t,t,null,9/16/13,f,41.92620749,-87.70725238,1BR Condo in Heart of Logan Square!,Logan Square,2,100,60647,1,2
13077093,6.476972363,650,House,Entire home/apt,8,2,Real Bed,strict,TRUE,LA,t,t,100%,11/11/15,f,34.09731312,-118.4135696,Bohemian Beverly Hills Canyon Sanctuary,Bel Air/Beverly Crest,2,80,90210,3,4
8709326,4.094344562,60,House,Private room,2,2,Real Bed,moderate,TRUE,Boston,t,t,94%,4/26/13,t,42.3012617,-71.06280792,Victorian charm in the city,Dorchester,106,90,2122,1,1
867530,4.248495242,70,House,Entire home/apt,3,1,Real Bed,flexible,TRUE,LA,t,t,100%,9/11/16,t,33.9838028,-118.3366084,"Yard GuestHouse,LAX,Stadium,Parking",null,3,100,90043,1,1
14249694,4.584967479,98,Bed & Breakfast,Private room,3,0,Real Bed,flexible,TRUE,DC,t,f,100%,1/31/16,f,38.92097395,-77.0419988,Cozy Private Room in Upscale Hostel (Sleeps 2-3),Adams Morgan,21,97,20009,1,2
6313162,6.309918278,550,Loft,Entire home/apt,6,2,Real Bed,strict,TRUE,LA,t,t,100%,12/16/13,f,33.99755206,-118.4802994,Sailhouse,null,6,100,90405,3,3
6054826,4.094344562,60,Apartment,Private room,2,1,Real Bed,flexible,TRUE,NYC,t,t,100%,2/6/15,t,40.72559156,-73.93938501,Trendy Spacious Bdr in BK + Corner Window,Greenpoint,1,100,11222,1,1
3257886,4.49980967,90,Apartment,Entire home/apt,1,1,Real Bed,strict,TRUE,NYC,t,f,100%,5/20/15,t,40.82876041,-73.94378771,Great studio apartment in brownstone building.,Hamilton Heights,2,80,10031,0,1
9013601,4.86753445,130,House,Private room,1,1,Real Bed,moderate,TRUE,SF,t,t,100%,1/23/13,f,37.75233733,-122.3975385,"Large Sunny Room, Beautiful Views!",Potrero Hill,1,100,94107,1,1
20774980,4.17438727,65,House,Private room,2,1,Real Bed,strict,TRUE,DC,t,t,100%,4/23/13,f,38.93243075,-77.04287406,Sunny Room in Beautiful Mount Pleasant Home,Mount Pleasant,0,null,20010,1,1
12989018,4.369447852,79,Apartment,Entire home/apt,4,1,Real Bed,strict,TRUE,LA,t,f,100%,8/22/15,t,34.03288975,-118.264144,Compact Studio near Los Angeles Convention Center,South LA,43,85,90015,0,2
1907229,4.605170186,100,House,Private room,2,1,Real Bed,strict,TRUE,LA,t,t,100%,8/14/14,f,34.00793296,-118.4546418,Venice Queen Room  & Beautiful Bath,Venice,7,100,90291,1,1
1291004,4.48863637,89,House,Private room,2,2,Real Bed,moderate,TRUE,SF,t,t,100%,1/31/16,f,37.74113605,-122.492919,Large Pri 1-BDR GG Park/Beach/Stern Grove,Parkside,26,92,94116,1,1
8426628,4.49980967,90,Apartment,Private room,2,1,Real Bed,strict,FALSE,NYC,t,t,100%,8/20/12,f,40.80140124,-73.94360803,A nice quiet room in Manhattan,East Harlem,33,96,10035,1,1
20401541,4.828313737,125,Bungalow,Entire home/apt,2,1,Real Bed,flexible,TRUE,LA,t,t,null,1/1/15,f,33.7776694,-118.1602929,Charming Rose Park Bungalow- blocks from retro row,Long Beach,4,100,90804,1,1
7870008,3.80666249,45,House,Private room,4,1,Real Bed,strict,TRUE,LA,t,t,100%,5/28/15,f,34.00827763,-118.2866986,Large private master bedroom near USC w/parking,South LA,3,100,90037,1,2
14355535,5.192956851,180,Apartment,Entire home/apt,6,1,Real Bed,strict,TRUE,SF,t,t,100%,11/19/12,f,37.73538771,-122.4233716,"Modern Living, Old World Charm",Bernal Heights,0,null,94110,2,4
4879296,4.234106505,69,Apartment,Private room,2,1,Real Bed,flexible,FALSE,LA,t,f,50%,12/8/16,t,33.87630041,-118.3500966,warm room for so cal adventures,Lawndale,0,null,90260,1,1
18255236,4.369447852,79,House,Private room,2,1,Real Bed,moderate,TRUE,DC,t,t,100%,3/18/14,f,38.93065414,-77.03806356,31 - Beautiful BR in NW DC; Private Bath,Mount Pleasant,54,97,20010,1,1
13099768,4.605170186,100,House,Entire home/apt,4,1.5,Real Bed,flexible,FALSE,Boston,t,f,null,2/5/09,t,42.31633984,-71.10484371,Tiny home in Jamaica Plain Neighborhood,Jamaica Plain,0,null,2130,2,2
10014211,5.164785974,175,Apartment,Entire home/apt,3,1,Real Bed,strict,TRUE,DC,t,t,100%,7/28/10,f,38.90978532,-77.02868858,Urban Oasis in the Heart of DC *Logan Circle*,Logan Circle,2,100,20005,1,2
1892721,3.761200116,43,House,Private room,2,0,Real Bed,strict,FALSE,LA,t,t,100%,8/30/15,f,34.10203634,-118.0660701,方便幽雅舒适的家,Temple City,2,100,91780,1,1
19969684,4.59511985,99,Apartment,Entire home/apt,4,1,Real Bed,strict,TRUE,LA,t,t,100%,9/3/14,t,34.10268022,-118.3314511,COZY & CHARMING WALK OF FAME APARTMENT,Hollywood,0,null,90028,0,2
14281055,4.382026635,80,Apartment,Private room,1,1,Real Bed,flexible,TRUE,NYC,t,f,100%,5/25/16,f,40.84549588,-73.94178194,Large and Comfortable NYC Private Room,Washington Heights,2,100,null,1,1
16456629,4.094344562,60,Apartment,Private room,1,1,Real Bed,moderate,TRUE,NYC,t,f,100%,5/1/17,t,40.82051216,-73.9560851,X-LARGE ROOM~HAMILTON HEIGHTS~1 TRAIN~UWS,Hamilton Heights,1,100,10031,1,1
7023526,4.941642423,140,Apartment,Entire home/apt,3,1,Real Bed,flexible,FALSE,NYC,t,f,null,8/21/14,f,40.72508947,-73.97898403,Clean One Bedroom Apartment,Alphabet City,6,73,10009,1,1
16390722,4.828313737,125,Apartment,Private room,4,1,Real Bed,strict,TRUE,LA,t,t,100%,5/1/14,t,34.00208002,-118.4581511,Beach Room with Pool + Extras,Venice,76,99,90291,1,1
16436240,4.007333185,55,Apartment,Private room,1,1,Real Bed,flexible,FALSE,NYC,t,f,100%,5/24/17,t,40.83827496,-73.94393476,A Place of Comfort,Washington Heights,5,96,10032,1,1
14519030,4.65396035,105,Apartment,Entire home/apt,4,1,Real Bed,strict,TRUE,NYC,t,t,100%,3/8/12,f,40.68522451,-73.93556688,Elegant Stuyvesant Heights Retreat,Bedford-Stuyvesant,165,96,11233,2,3
7124097,5.393627546,220,Apartment,Entire home/apt,5,1,Real Bed,moderate,TRUE,LA,t,t,100%,8/20/13,f,33.90490252,-118.4200302,Charming unit steps from the beach,Manhattan Beach,37,96,90266,2,2
18070109,5.293304825,199,Apartment,Entire home/apt,2,1,Real Bed,flexible,TRUE,NYC,t,t,55%,7/30/13,f,40.77977332,-73.97774667,Cozy UWS APT,Upper West Side,0,null,10023,1,1
8485066,4.86753445,130,House,Entire home/apt,2,1,Real Bed,flexible,TRUE,LA,t,t,100%,2/3/16,f,33.99240601,-118.4380729,Private Rustic Guest House and With Patio / Garden,Del Rey,4,100,90066,1,2
9211258,5.298317367,200,Townhouse,Entire home/apt,5,2.5,Real Bed,flexible,TRUE,DC,t,f,100%,5/14/14,f,38.88186882,-77.00024725,Eastern Market 2br house,null,3,93,20003,2,2
12384264,4.262679877,71,Bed & Breakfast,Private room,3,1,Real Bed,strict,TRUE,NYC,t,t,100%,6/12/15,f,40.73896657,-73.88182327,"Impecable Queen bed + twin, with private bathroom",Elmhurst,60,95,11377,1,2
13300633,4.700480366,110,Apartment,Entire home/apt,3,1,Real Bed,strict,TRUE,LA,t,t,100%,7/14/16,f,33.9725433,-118.3740562,Comfy Apartment near LAX & Beaches,null,5,100,90045,1,1
14139187,4.025351691,56,House,Private room,2,null,Real Bed,strict,TRUE,LA,t,t,96%,5/8/12,f,34.02889917,-118.2999755,Central LA Cozy Private Room,West Adams,23,89,90007,1,1
19289288,4.59511985,99,Apartment,Entire home/apt,4,2,Real Bed,moderate,TRUE,LA,t,f,50%,3/29/16,f,34.04698127,-118.4655892,Large Apartment in Prime Location,Brentwood,1,80,90049,2,2
11474754,4.976733742,145,House,Private room,1,1,Real Bed,flexible,FALSE,NYC,t,t,null,1/14/14,f,40.70038984,-73.92867324,Comfortable Room ,Bushwick,0,null,11206,1,1
84417,5.991464547,400,Condominium,Entire home/apt,2,1,Real Bed,moderate,TRUE,DC,t,t,null,10/17/15,f,38.92296888,-77.0426419,"Charming, Comfortable, One Bedroom in Adams Morgan",Adams Morgan,1,60,20009,1,1
4720478,3.970291914,53,Apartment,Private room,2,1,Real Bed,strict,FALSE,LA,t,t,100%,5/29/16,f,34.05064247,-118.6416066,Unit 3 - Natasha Room,Malibu,1,null,90265,1,1
1476694,6.212606096,499,Apartment,Entire home/apt,6,1,Real Bed,strict,FALSE,SF,t,t,100%,10/20/11,t,37.80530709,-122.420048,4th of July at Fisherman's Wharf,Fisherman's Wharf,8,90,94109,2,3
18362393,4.553876892,95,House,Private room,2,1,Real Bed,strict,TRUE,LA,t,t,56%,6/28/12,f,34.06810032,-118.3182827,Hollywood Theater Room with Queen ,Mid-Wilshire,6,97,90020,1,null
16395825,7.13089883,1250,Apartment,Entire home/apt,5,3.5,Real Bed,strict,TRUE,Boston,t,t,100%,8/20/15,f,42.34997061,-71.08103177,Massive 3 Bdrm Mansion Flat in Heart of Back Bay,Back Bay,1,100,2116,3,3
13769300,3.33220451,28,Apartment,Shared room,1,1,Real Bed,strict,FALSE,NYC,t,f,100%,8/6/14,f,40.74177265,-73.87859179,Cheap but convenience,Elmhurst,102,95,11373,1,1
736187,5.135798437,170,Apartment,Entire home/apt,3,1,Real Bed,strict,TRUE,SF,t,t,100%,8/26/14,f,37.75989876,-122.4078099,Spacious Mission Garden Studio,Mission District,166,98,94110,0,3
