id,cancellation_policy,host_has_profile_pic,host_identity_verified,host_response_rate,host_since
15232047,flexible,t,t,80%,11/2/15
7134345,flexible,t,t,0%,8/23/16
18369887,moderate,t,t,null,7/27/12
4902063,strict,t,t,100%,8/11/11
10041762,moderate,t,t,100%,4/30/14
17431199,flexible,t,t,100%,9/18/11
1743379,strict,t,f,92%,3/23/16
5617650,strict,t,t,100%,9/22/15
20171412,flexible,t,f,100%,3/29/16
12107688,flexible,t,t,null,11/21/13
18675645,moderate,t,t,100%,6/14/11
114969,flexible,t,t,100%,8/14/16
12093618,flexible,t,f,null,7/29/16
12133711,strict,t,t,100%,7/19/13
14668943,flexible,t,t,100%,10/13/14
8547039,strict,t,f,100%,3/3/17
5211090,flexible,t,t,null,10/30/12
12467517,flexible,t,t,100%,3/31/16
2736358,strict,t,t,100%,3/13/15
17728793,strict,t,t,null,10/30/14
12311236,strict,t,f,100%,11/26/16
16913696,strict,t,t,100%,1/26/16
1938762,strict,t,t,93%,5/2/11
11080366,strict,t,t,100%,6/16/14
2044873,strict,t,t,null,7/14/14
15400398,moderate,t,f,100%,10/28/16
18908676,strict,t,f,100%,1/30/15
13877759,flexible,t,t,100%,9/4/14
11720001,strict,t,t,null,1/4/14
15372508,strict,t,t,100%,11/16/15
13032174,strict,t,t,100%,12/24/10
8924552,moderate,t,t,100%,7/10/13
257588,moderate,t,t,100%,8/24/15
15408543,moderate,t,t,null,5/18/16
14373299,strict,t,t,90%,4/7/14
10434438,moderate,t,t,100%,12/23/13
18060895,strict,t,t,100%,3/27/16
14181211,flexible,t,f,null,4/16/15
16915117,flexible,t,t,70%,12/13/14
15295591,flexible,t,t,98%,12/2/11
7639841,moderate,t,t,100%,2/18/14
9185754,strict,t,t,100%,4/29/10
8274516,strict,t,t,100%,11/1/14
14014784,flexible,t,f,null,3/14/16
9540147,moderate,t,t,100%,12/23/14
18163968,flexible,t,t,100%,9/17/16
12041220,moderate,t,t,96%,10/14/13
6375968,flexible,t,f,100%,7/5/13
7661793,strict,t,t,88%,3/16/13
4967549,strict,t,f,100%,3/1/17
6782887,flexible,t,f,100%,1/1/17
15521816,strict,t,f,100%,1/9/14
4332953,strict,t,t,null,11/27/12
14206171,moderate,t,t,100%,9/14/09
6195258,strict,t,t,90%,7/3/15
7824640,moderate,t,t,100%,9/11/15
18610544,moderate,t,t,95%,4/22/16
11396225,moderate,t,t,100%,4/8/15
21090940,strict,t,t,100%,8/6/13
20051513,flexible,t,t,100%,2/4/12
2614082,strict,t,t,100%,8/4/13
18196999,strict,t,t,80%,5/15/13
17405255,flexible,t,f,null,3/18/17
17023359,strict,t,t,100%,11/25/15
1589434,flexible,t,t,null,7/16/13
7636474,moderate,t,t,null,5/23/14
14222699,moderate,t,t,95%,12/10/15
1466534,strict,t,f,null,6/30/15
9044264,flexible,t,t,100%,8/16/13
11659619,strict,t,t,100%,5/31/13
11943669,strict,t,t,100%,2/16/14
8272818,strict,t,t,100%,5/22/13
9920363,moderate,t,t,100%,5/22/13
6626810,flexible,t,f,null,5/1/17
15084086,moderate,t,t,100%,6/24/15
20815590,strict,t,f,100%,4/6/14
4359425,strict,t,f,100%,3/24/16
7389683,strict,t,t,100%,8/20/14
19951032,flexible,t,t,94%,6/4/13
16996468,strict,t,t,100%,2/26/14
847591,strict,t,f,null,7/31/11
1144316,strict,t,f,96%,4/19/16
8507219,flexible,t,f,null,5/21/16
6130861,flexible,t,t,100%,6/5/14
16117102,flexible,t,f,60%,12/4/16
17160967,flexible,t,t,67%,4/8/16
20281546,strict,t,t,100%,11/25/16
20991704,moderate,t,t,93%,11/26/11
7857558,flexible,t,f,null,4/25/16
10287680,strict,t,t,100%,10/8/12
11740577,flexible,t,t,100%,11/25/13
2649307,moderate,t,f,100%,11/16/16
4127436,flexible,t,t,100%,3/18/14
8525172,strict,t,t,100%,9/23/15
14628935,strict,t,t,80%,9/15/13
16726958,moderate,t,t,100%,1/24/13
5124772,moderate,t,f,100%,5/24/15
19981261,strict,t,t,100%,11/24/12
6598376,moderate,null,null,null,null
3457987,strict,t,t,70%,7/20/16
9317857,strict,t,t,100%,12/30/15
14710848,flexible,t,t,100%,1/2/16
18999934,flexible,t,f,97%,7/21/16
27546,strict,t,t,100%,8/17/12
9689359,strict,t,t,100%,9/19/16
2722391,strict,t,t,100%,7/29/13
10265768,strict,t,t,null,8/22/11
2867463,flexible,t,f,100%,7/24/17
12988054,moderate,t,t,null,4/30/16
8210840,strict,t,f,100%,2/24/13
13399569,moderate,t,t,null,2/29/16
17039783,moderate,t,t,null,11/26/12
2627566,strict,t,t,100%,3/23/16
21051490,moderate,t,f,100%,5/9/15
15073278,strict,t,f,81%,7/12/16
4138131,strict,t,f,100%,8/5/17
17811019,moderate,t,t,100%,5/12/13
4650123,strict,t,t,100%,10/27/15
8153250,moderate,t,t,100%,3/30/13
18396194,strict,t,f,100%,5/3/15
15163927,strict,t,t,97%,4/16/12
184144,flexible,t,t,null,4/17/14
18008477,strict,t,t,70%,7/13/13
20623854,moderate,t,t,100%,8/19/14
15701072,strict,t,t,100%,6/8/16
7913699,flexible,t,t,null,5/4/10
12588712,flexible,t,t,100%,3/4/17
9473816,flexible,t,t,null,5/11/11
12762416,strict,t,t,null,2/24/15
7144129,flexible,t,t,100%,2/23/15
18411249,flexible,t,t,null,5/6/15
9773158,flexible,t,t,99%,11/14/16
7748456,flexible,t,f,null,3/7/15
16367261,moderate,t,f,null,9/29/11
20888699,flexible,t,t,90%,1/26/16
17507528,strict,t,t,80%,7/11/11
18501541,strict,t,t,100%,9/5/12
18865511,flexible,t,t,100%,11/29/14
3959835,strict,t,f,100%,1/16/16
19080921,moderate,t,f,100%,5/18/16
16770224,strict,t,t,100%,3/19/13
16690432,strict,t,t,100%,3/27/16
7528664,flexible,t,t,100%,7/29/14
18226451,strict,t,f,100%,9/17/14
16734233,flexible,t,t,null,4/25/15
14199057,flexible,t,t,100%,2/12/12
1292585,strict,t,t,100%,5/3/14
16569519,moderate,t,t,97%,2/17/16
16427484,strict,t,t,100%,11/13/15
17622881,strict,t,f,null,3/26/14
7216192,strict,t,f,100%,6/6/17
16189150,strict,t,t,null,8/16/16
13689617,strict,t,f,100%,4/14/17
19366175,strict,t,f,null,1/9/14
19591253,strict,t,t,90%,10/6/11
18196150,flexible,t,t,100%,1/12/15
9623557,moderate,t,f,null,1/31/16
11238861,flexible,t,f,100%,6/29/17
19863741,moderate,t,t,100%,11/18/15
12104698,moderate,t,f,100%,7/20/13
898680,strict,t,f,100%,7/21/13
16104279,flexible,t,f,null,8/21/16
16395341,strict,t,t,97%,2/23/16
7874869,moderate,t,f,100%,11/14/14
20232784,moderate,t,f,null,8/20/15
7945940,flexible,t,t,100%,5/30/14
18279789,flexible,t,f,67%,11/20/15
18680725,flexible,t,t,100%,11/22/16
6108121,moderate,t,t,100%,8/10/15
14238941,strict,t,t,100%,7/19/11
7480890,flexible,t,f,100%,2/24/14
20407323,strict,t,t,100%,12/31/12
6433621,moderate,t,t,100%,6/21/14
17993774,flexible,t,t,100%,7/30/16
5265614,moderate,t,t,100%,8/25/13
19903082,flexible,t,f,null,10/11/14
14139527,flexible,t,t,100%,8/11/14
18584402,strict,t,f,100%,2/3/14
7115518,moderate,t,t,100%,6/2/14
17404477,strict,t,t,100%,4/21/15
19700372,flexible,t,t,null,9/16/15
17405370,moderate,t,f,100%,10/11/14
14856303,flexible,t,t,100%,3/24/17
2763206,moderate,t,f,null,6/25/14
10478385,moderate,t,t,100%,9/13/13
10316923,moderate,t,f,100%,6/26/11
16193887,moderate,t,f,100%,2/4/14
15913067,flexible,t,f,100%,5/18/15
11441692,strict,t,t,100%,6/2/13
16578553,moderate,t,t,100%,1/22/15
11454147,flexible,t,f,100%,11/4/16
14536674,moderate,t,t,100%,11/30/15
3493833,moderate,t,t,100%,9/22/14
6466513,flexible,t,t,null,1/18/13
14452358,strict,t,t,100%,5/16/13
14397396,strict,t,t,100%,5/12/16
7244885,strict,t,f,50%,7/6/17
1535590,flexible,t,f,null,3/23/17
12189652,flexible,t,t,null,6/16/14
13911575,flexible,t,f,null,6/29/15
5875702,moderate,t,f,100%,9/17/17
5271019,strict,t,t,100%,6/16/14
17285785,strict,t,t,100%,1/1/15
17016159,strict,t,t,100%,12/17/13
19848191,strict,t,f,100%,8/19/15
13001184,moderate,t,f,100%,9/26/16
1570233,flexible,t,f,null,11/26/16
15658271,flexible,t,f,82%,6/16/16
15357476,moderate,t,t,88%,7/1/14
4128337,moderate,t,t,null,7/14/13
14342720,strict,t,f,100%,9/3/09
14841308,moderate,t,f,90%,9/20/13
8630500,flexible,t,t,87%,3/7/14
11017101,strict,t,t,100%,3/31/14
16429385,strict,t,t,92%,3/12/14
11792072,moderate,t,t,100%,11/9/10
21013257,strict,t,f,100%,2/6/16
13371473,moderate,t,t,null,11/7/10
2050406,moderate,t,t,100%,12/17/11
8721995,moderate,t,f,null,10/1/12
14556936,strict,t,t,100%,1/26/14
6378702,strict,t,f,100%,5/25/16
6575422,strict,t,t,100%,6/29/14
3106872,flexible,t,t,100%,6/7/09
6047219,flexible,t,t,null,3/11/12
9630295,strict,t,t,100%,1/18/12
9860758,strict,t,t,100%,9/18/11
20123853,strict,t,t,100%,10/20/11
5717690,moderate,t,f,90%,11/8/11
4080849,strict,t,t,100%,9/16/15
19634815,moderate,t,t,100%,3/7/16
10117803,flexible,t,t,100%,10/18/15
3317591,moderate,t,t,86%,6/19/13
497175,moderate,t,t,100%,12/5/14
15603970,flexible,t,f,100%,3/1/17
15455457,strict,t,t,100%,11/11/16
9295297,flexible,t,t,null,4/9/14
7117301,moderate,t,t,null,8/7/14
17570408,moderate,t,t,100%,9/16/10
14383299,flexible,t,f,null,7/11/16
853409,strict,t,f,100%,11/4/12
16099666,flexible,t,t,100%,8/21/15
7555693,flexible,t,t,null,10/4/10
18544670,strict,t,f,100%,12/28/15
1393189,moderate,t,t,100%,5/8/12
4720733,strict,t,t,100%,4/7/10
20093755,moderate,t,f,null,1/25/16
16198924,strict,t,f,100%,8/28/14
17304702,strict,t,f,75%,12/4/14
16241255,strict,t,t,null,3/17/12
11603642,strict,t,f,100%,7/13/17
5707272,moderate,t,t,100%,8/3/14
946130,flexible,t,t,null,12/20/11
4566240,flexible,t,t,100%,12/7/15
14302295,strict,t,t,null,3/13/10
13651703,moderate,t,t,100%,12/9/15
7881928,moderate,t,t,100%,1/17/16
11969526,moderate,t,t,100%,10/11/13
18239392,flexible,t,f,null,12/3/15
16352342,flexible,t,t,null,5/30/14
686771,flexible,t,t,90%,3/13/14
14389040,strict,t,t,100%,2/8/17
15038423,moderate,t,t,100%,7/24/15
3120545,strict,t,t,null,2/20/16
15894343,strict,t,f,100%,6/24/14
2221057,flexible,t,f,100%,12/18/13
14454364,strict,t,f,100%,7/7/15
14030004,moderate,t,f,null,1/2/15
13867878,flexible,t,f,100%,6/29/15
17475753,strict,t,f,100%,5/3/15
2856773,strict,t,t,100%,12/29/13
14487098,strict,t,f,100%,8/20/14
53630,moderate,t,t,100%,6/2/16
1478708,strict,t,t,100%,6/25/16
5302719,strict,t,t,100%,8/2/13
15938442,flexible,t,f,100%,3/23/15
6912869,strict,t,f,100%,6/8/17
18093760,strict,t,t,96%,3/22/15
13749677,strict,t,t,100%,11/23/16
6767883,strict,t,t,80%,3/20/14
15530744,moderate,t,f,100%,6/3/16
8612964,moderate,t,t,100%,8/11/11
16025035,moderate,t,t,null,12/4/12
15953144,flexible,t,f,100%,11/13/16
12412900,moderate,t,t,100%,3/25/12
10415641,strict,t,f,100%,4/3/14
17906998,moderate,t,t,100%,10/11/11
1359513,flexible,t,t,100%,8/4/11
7949668,moderate,t,t,100%,9/10/15
11667455,strict,t,t,100%,4/30/12
8581502,strict,t,f,100%,9/11/17
9279809,moderate,t,t,100%,3/7/13
18785110,strict,t,f,0%,1/5/17
6004786,strict,t,t,98%,8/9/15
5200722,moderate,t,t,null,12/6/15
7936698,strict,t,t,100%,3/31/12
18959702,moderate,t,f,null,11/30/15
20421010,strict,t,t,100%,9/25/12
6348770,flexible,t,t,null,7/12/15
9039453,flexible,t,t,100%,2/21/12
15433453,moderate,t,t,100%,6/21/14
17491711,flexible,t,f,null,7/18/16
13082198,moderate,t,f,100%,7/1/15
14539326,moderate,t,f,100%,10/27/14
16432772,moderate,t,t,100%,9/4/16
1076326,strict,t,f,70%,5/19/17
15107136,flexible,t,t,100%,2/26/15
6439302,strict,t,f,100%,1/21/16
33399,moderate,t,f,90%,1/17/16
16082746,strict,t,f,100%,1/18/17
17298939,strict,t,t,100%,3/30/15
21094144,strict,t,t,100%,10/30/13
15963474,strict,t,f,100%,2/4/17
14299993,flexible,t,t,90%,12/21/13
10118974,moderate,t,f,null,8/1/14
12833896,moderate,t,t,100%,10/7/16
21104674,strict,t,t,100%,2/6/17
5256554,strict,t,t,100%,3/22/15
9595863,flexible,t,f,100%,2/19/17
5821380,flexible,t,f,50%,10/22/16
12834989,flexible,t,f,100%,8/24/16
8432166,strict,t,t,100%,2/9/12
17813717,flexible,t,t,80%,8/26/14
12342004,strict,t,f,100%,9/7/17
16282429,moderate,t,t,93%,1/21/14
14368653,flexible,t,f,100%,11/30/14
8863296,strict,t,t,null,3/1/14
13771461,moderate,t,t,100%,9/19/10
10596447,strict,t,t,100%,8/31/10
17223981,flexible,t,t,100%,8/24/15
16377873,strict,t,t,100%,9/14/14
19190313,strict,t,t,100%,1/4/14
13993436,strict,t,f,99%,1/11/11
9489316,strict,t,t,100%,7/10/13
4098739,moderate,t,f,100%,12/12/13
13063236,moderate,t,t,100%,11/4/15
15148530,moderate,t,t,100%,6/11/11
14536985,flexible,t,t,100%,11/2/14
6965048,flexible,t,f,100%,10/20/16
11970709,strict,t,f,100%,10/9/14
4792705,strict,t,t,100%,5/27/16
15222140,moderate,t,t,100%,4/28/15
15704170,strict,t,f,100%,10/12/11
17097022,flexible,t,t,100%,1/16/13
15618501,strict,t,t,100%,11/27/13
18060123,moderate,t,t,71%,4/22/13
4198657,moderate,t,t,67%,8/18/13
18111318,strict,t,t,100%,10/2/15
3006676,moderate,t,t,100%,1/29/14
13479999,strict,t,t,100%,3/15/12
12399934,flexible,t,t,null,4/17/12
15252636,flexible,t,t,null,9/2/15
1231519,strict,t,t,100%,2/19/14
10429094,flexible,t,t,100%,4/13/15
11402302,moderate,t,t,100%,7/25/15
17323054,flexible,t,t,75%,5/3/14
9280612,moderate,t,t,100%,10/19/14
18511051,moderate,t,t,100%,11/15/13
17110553,moderate,t,t,100%,3/25/11
16423627,moderate,t,t,100%,1/15/16
11947606,strict,t,f,99%,1/1/17
9150562,strict,t,t,100%,8/26/16
18094438,strict,t,t,100%,8/3/11
5141379,moderate,t,f,null,10/28/13
14318247,strict,t,f,100%,8/18/16
21116651,flexible,t,t,null,8/17/12
12848115,moderate,t,t,null,4/13/12
3199871,strict,t,t,60%,12/13/12
1614817,moderate,t,f,100%,5/13/10
8814039,strict,t,t,100%,6/26/11
12851324,moderate,t,f,100%,11/3/16
6278312,flexible,t,f,null,12/6/15
12953567,moderate,t,t,100%,3/20/13
2451110,moderate,t,t,100%,8/9/12
4089102,strict,t,t,100%,11/4/09
1895196,flexible,t,t,null,6/13/14
4386598,flexible,t,f,null,8/25/15
10060147,flexible,t,f,null,2/24/15
19379201,strict,t,f,100%,7/1/17
16451397,flexible,t,f,null,3/4/15
13909222,flexible,t,t,null,7/13/15
1270324,moderate,t,t,100%,6/4/14
16770690,flexible,t,f,null,10/8/14
4022565,strict,t,t,100%,3/11/16
20978024,moderate,t,t,100%,1/7/14
17121000,flexible,t,t,96%,2/14/15
1465891,moderate,t,t,null,2/22/16
13740850,strict,t,t,100%,8/19/15
5029676,moderate,t,t,100%,6/22/13
12056684,flexible,t,t,null,7/29/14
15128553,moderate,t,t,null,1/30/14
919990,flexible,t,f,null,10/3/12
16506754,flexible,t,t,null,5/15/13
3318745,moderate,t,t,100%,5/12/16
13276443,moderate,t,t,100%,11/3/15
10059532,strict,t,t,60%,6/30/14
6937897,strict,t,f,100%,10/30/13
7762121,strict,t,f,100%,4/4/17
15377187,strict,t,t,90%,12/17/16
176369,strict,t,t,100%,1/7/14
18010755,moderate,t,f,100%,4/17/12
16436951,moderate,t,f,98%,10/16/13
8774687,moderate,t,t,100%,10/30/15
4025357,flexible,t,t,null,12/24/13
11421994,strict,t,t,null,4/4/16
7760576,strict,t,f,100%,1/25/14
12794288,flexible,t,f,97%,9/2/17
16507116,strict,t,f,null,8/27/12
16582691,strict,t,f,100%,11/9/16
3544359,moderate,t,f,100%,5/19/16
7853213,flexible,t,t,100%,9/13/15
5870042,flexible,t,f,null,2/9/14
13156931,moderate,t,t,100%,5/2/15
13066824,strict,t,t,100%,4/5/16
17140780,strict,t,f,100%,5/14/12
17287635,strict,t,f,100%,4/14/14
7031895,flexible,t,t,100%,1/19/13
6784453,flexible,t,f,null,2/18/13
12201796,flexible,t,f,0%,12/2/16
14552102,flexible,t,t,100%,6/28/12
567075,strict,t,t,100%,4/24/14
52650,flexible,t,t,90%,10/14/11
10565024,strict,t,t,95%,1/24/14
18373434,strict,t,f,100%,3/30/13
19103027,flexible,t,t,100%,4/14/15
7699550,strict,t,t,81%,1/20/13
16568252,super_strict_30,t,t,68%,7/10/09
1557220,moderate,t,t,100%,11/13/14
11971212,strict,t,t,100%,5/30/16
9767864,flexible,t,t,100%,12/6/12
10103881,strict,t,t,100%,9/3/12
18911893,strict,t,t,null,6/24/14
14141318,moderate,t,f,100%,7/19/15
10380115,strict,t,t,100%,2/12/13
7236778,moderate,t,t,100%,6/24/14
12447752,strict,t,t,81%,5/16/13
8776339,flexible,t,f,100%,1/29/17
19877223,strict,t,t,89%,5/12/15
1428590,moderate,t,t,100%,6/8/14
17794248,flexible,t,t,null,8/30/15
8499493,moderate,t,t,100%,6/2/14
19507918,moderate,t,f,null,6/7/10
4642539,moderate,t,t,90%,7/8/15
11573148,moderate,t,t,null,5/2/12
18275409,moderate,t,t,100%,6/13/11
3643894,strict,t,t,100%,5/31/13
4965866,flexible,t,f,100%,8/8/17
10789497,strict,t,t,null,11/3/13
9967046,strict,t,t,100%,10/28/15
2640459,strict,t,t,100%,4/29/14
6372358,flexible,t,t,null,5/4/13
17642180,moderate,t,t,100%,10/22/15
17152090,strict,t,t,100%,4/19/15
8882767,strict,t,f,100%,3/24/15
12544839,strict,t,t,100%,2/26/11
9756362,flexible,t,f,null,9/20/12
12194958,moderate,t,t,100%,5/24/15
10067075,strict,t,t,100%,1/16/12
16352082,strict,t,f,100%,6/22/16
14438244,flexible,t,f,null,7/8/15
17498697,strict,t,f,100%,12/4/16
30738,flexible,t,f,null,10/19/15
8634774,moderate,t,f,100%,6/14/16
15721197,strict,t,t,98%,2/16/13
16243609,flexible,t,t,null,7/16/11
11084143,strict,t,t,80%,11/19/12
20435636,flexible,t,t,100%,5/22/12
14856790,flexible,t,f,null,12/29/14
836390,strict,t,f,100%,9/19/17
16031340,flexible,t,f,null,7/5/14
4995033,moderate,t,t,100%,12/1/13
16633594,strict,t,f,100%,10/29/09
16634452,strict,t,t,100%,5/28/14
3946395,flexible,t,f,100%,5/14/16
5382974,strict,t,f,100%,4/30/17
1478270,moderate,t,f,100%,6/20/15
20624541,moderate,t,t,null,12/28/15
1354619,flexible,t,f,100%,12/16/14
14855159,strict,t,t,100%,6/17/15
20031027,moderate,t,f,100%,3/11/15
6887127,strict,t,t,100%,3/18/16
13182297,moderate,t,t,100%,8/11/14
17328594,flexible,t,f,100%,4/14/14
10500815,strict,t,f,100%,6/23/17
18036366,moderate,t,f,null,1/16/17
2303481,strict,t,t,99%,9/22/16
18177767,moderate,t,t,100%,4/13/16
10853313,moderate,t,t,80%,9/27/16
5500197,flexible,t,f,null,1/31/15
3875424,flexible,t,f,null,11/28/16
10185611,moderate,t,t,100%,11/4/15
19199816,strict,t,f,null,12/3/14
18986503,strict,t,t,0%,4/7/14
19323759,flexible,t,f,90%,12/15/11
17811463,moderate,t,t,null,5/11/12
20459297,moderate,t,f,100%,9/7/16
11989649,moderate,t,f,100%,8/27/17
7744946,moderate,t,t,80%,10/4/14
9614922,moderate,t,t,100%,8/27/11
5070776,strict,t,t,100%,6/16/13
3281853,strict,t,t,null,9/4/13
14144867,flexible,t,f,100%,9/30/12
5102836,strict,t,f,100%,3/16/12
628227,moderate,t,t,100%,6/12/13
573671,strict,t,f,100%,7/26/14
60666,flexible,t,f,100%,5/6/14
16227461,flexible,t,f,100%,3/19/16
10426358,strict,t,t,null,5/28/12
12814578,strict,t,f,100%,4/29/15
14465281,flexible,t,f,90%,11/21/16
15884507,moderate,t,t,null,10/8/11
10886993,strict,t,t,null,1/5/14
11603173,flexible,t,t,null,8/29/13
20270259,flexible,t,t,null,8/21/15
12829059,flexible,t,t,null,10/26/16
18973686,moderate,t,f,70%,5/17/14
1700471,strict,t,t,100%,12/27/12
10186747,strict,t,t,100%,11/16/13
12848383,moderate,t,f,100%,12/1/13
4737999,flexible,t,t,100%,3/15/12
17298614,moderate,t,t,100%,5/28/12
16497433,strict,t,t,100%,12/11/14
13134161,flexible,t,t,0%,3/6/13
7350931,strict,t,t,100%,1/8/10
6974923,moderate,t,t,90%,2/1/12
997356,flexible,t,t,null,4/19/14
7214920,flexible,t,f,100%,2/4/17
235515,strict,t,t,100%,8/1/15
11303678,strict,t,f,null,5/30/14
8112652,moderate,t,f,98%,9/6/14
3946997,strict,t,f,100%,8/11/17
8456014,strict,t,t,99%,8/7/13
13606459,flexible,t,t,100%,9/30/13
8210662,flexible,t,f,50%,6/26/15
519796,moderate,t,t,null,7/6/15
9446716,moderate,t,f,98%,10/16/13
17045314,strict,t,f,null,10/6/15
12846229,flexible,t,t,100%,11/8/12
13897916,strict,t,f,100%,6/23/15
3111416,strict,t,t,100%,3/30/15
13467919,strict,t,t,100%,9/9/15
3678064,moderate,t,t,100%,12/3/14
16428816,flexible,t,f,null,7/14/16
6317778,strict,t,t,90%,7/15/12
19532448,strict,t,t,100%,1/3/16
8241894,moderate,t,t,100%,8/2/13
5384977,strict,t,t,100%,4/17/13
19188643,flexible,t,f,null,7/8/14
11265368,flexible,t,t,77%,5/10/12
7966447,strict,t,f,100%,7/19/17
18048473,moderate,t,t,100%,2/7/13
18213280,strict,t,t,100%,3/9/17
10682316,flexible,t,f,null,9/18/16
20282569,flexible,t,t,100%,2/22/14
16087364,moderate,t,f,100%,8/30/14
5061104,strict,t,t,100%,1/24/14
6796994,moderate,t,t,100%,1/3/10
9453245,moderate,t,t,100%,6/21/16
5571262,strict,t,f,27%,11/14/14
9476759,strict,t,f,100%,6/22/17
16052484,strict,t,t,100%,6/15/12
14932128,moderate,t,f,100%,7/11/16
13189564,moderate,t,t,100%,8/2/12
966104,flexible,t,f,100%,7/21/16
14553862,moderate,t,t,null,4/17/13
4636323,strict,t,t,0%,11/16/15
2802774,moderate,t,f,null,4/22/15
12307813,strict,t,t,100%,1/14/16
13516315,moderate,t,t,100%,8/1/16
2903204,flexible,t,f,100%,12/13/15
9176233,strict,t,t,99%,7/24/13
6673960,moderate,t,t,88%,5/21/10
4386513,flexible,t,f,100%,9/4/13
15567766,strict,t,t,100%,7/14/15
9956933,flexible,t,t,null,11/16/14
18762619,flexible,t,f,null,1/28/16
8000657,flexible,t,t,null,6/28/16
3891093,flexible,t,t,0%,6/6/12
7079123,strict,t,t,100%,1/4/16
6764833,moderate,t,t,100%,2/1/15
12609875,flexible,t,t,100%,7/13/15
3656284,strict,t,t,100%,11/4/15
17357072,strict,t,f,100%,4/14/13
10435733,flexible,t,t,100%,1/23/14
18266821,strict,t,t,90%,6/5/14
12964676,strict,t,t,100%,6/29/16
17639637,strict,t,t,100%,12/6/12
19036702,moderate,null,null,null,null
19611699,flexible,t,t,100%,2/10/16
14009735,flexible,t,t,null,7/6/15
13394700,strict,t,f,100%,8/5/17
4158499,flexible,t,f,null,1/23/14
17497455,strict,t,t,null,1/28/16
16443296,strict,t,t,100%,1/3/14
2738331,strict,t,t,100%,4/10/16
482969,strict,t,t,100%,4/25/13
13837397,moderate,t,f,null,7/30/15
14948410,strict,t,t,100%,5/6/15
8420645,strict,t,t,null,6/9/11
5117200,strict,t,f,97%,10/12/10
14109962,flexible,t,t,null,2/9/14
17680468,flexible,t,t,null,1/16/14
16323837,strict,t,t,67%,7/2/14
19713169,flexible,t,f,82%,12/8/16
917196,moderate,t,t,100%,9/30/14
11236273,strict,t,t,100%,7/18/10
11064562,flexible,t,f,null,4/20/17
13245033,flexible,t,f,null,12/11/14
11299824,strict,t,t,null,11/11/12
10033879,moderate,t,t,null,7/24/13
11761315,moderate,t,t,100%,12/30/12
476983,strict,t,t,100%,9/4/12
1778588,strict,t,f,100%,6/23/11
5249430,strict,t,t,99%,3/21/16
16282360,strict,t,t,100%,10/18/14
15052895,moderate,t,t,100%,5/23/14
2424342,strict,t,f,null,9/26/17
15657331,flexible,t,t,null,6/17/13
15673767,moderate,t,t,100%,11/7/13
14186165,strict,t,t,100%,11/12/14
9429510,moderate,t,f,100%,4/7/16
10431444,flexible,t,f,null,9/17/16
20677285,strict,t,t,100%,10/25/15
14181648,flexible,t,t,null,3/20/10
11208355,strict,t,f,99%,9/10/14
8762885,flexible,t,t,100%,7/20/15
17156164,strict,t,t,98%,7/15/12
6702276,flexible,t,t,100%,8/4/14
1868877,strict,t,f,null,7/15/15
19674542,strict,t,t,100%,11/15/10
978823,strict,t,f,100%,9/7/16
11493255,moderate,t,t,100%,8/5/10
14238291,moderate,t,t,90%,5/12/12
5681790,strict,t,t,null,1/15/15
7686940,flexible,t,t,null,7/1/13
13514690,strict,t,t,100%,9/22/13
6677292,strict,t,f,92%,7/9/16
3776421,strict,t,t,null,10/8/15
1099244,strict,t,f,100%,5/26/12
3857180,moderate,t,t,100%,6/27/15
801260,strict,t,t,100%,2/3/16
2262885,moderate,t,t,null,5/20/16
11436319,flexible,t,f,null,8/9/15
19925248,flexible,t,t,null,7/25/12
12196647,moderate,t,t,100%,7/23/14
6334492,strict,t,t,100%,11/13/13
4517871,flexible,t,f,0%,10/1/16
20455204,strict,t,t,100%,1/22/15
6452132,strict,t,t,100%,4/30/15
16290524,moderate,t,t,null,11/26/11
8189664,strict,t,t,100%,7/19/14
14278687,moderate,t,t,null,12/20/11
15665469,moderate,t,t,100%,9/25/14
20605399,strict,t,t,75%,5/1/13
3677995,strict,t,f,100%,5/16/17
16588866,flexible,t,f,75%,8/19/15
12990502,moderate,t,t,null,3/1/12
7148721,strict,t,f,100%,8/26/15
12409419,moderate,t,t,100%,3/12/16
4519757,flexible,t,t,100%,5/14/15
14784440,flexible,t,t,100%,1/18/16
7067466,strict,t,t,100%,9/6/14
6397867,flexible,t,f,100%,4/29/16
5114347,flexible,t,f,null,7/6/15
18296778,strict,t,f,100%,1/20/16
17210375,strict,t,t,100%,5/2/13
2772680,moderate,t,t,100%,9/23/10
2365645,moderate,t,t,100%,11/10/13
7764330,moderate,t,t,100%,1/30/16
361703,flexible,t,f,100%,11/28/16
16323073,strict,t,t,100%,7/29/15
15870268,strict,t,t,67%,5/15/13
1102942,strict,t,t,100%,3/9/13
16322997,strict,t,t,100%,5/9/11
4802374,flexible,t,f,100%,12/7/16
16365649,moderate,t,f,90%,3/24/16
19100193,strict,t,t,100%,8/11/11
11013649,flexible,t,t,100%,11/19/13
6453774,flexible,t,t,100%,11/5/16
8001958,strict,t,t,100%,2/1/16
696464,flexible,t,f,100%,8/22/16
18475792,strict,t,t,98%,4/11/12
12498361,flexible,t,t,null,1/30/13
21028247,moderate,t,t,100%,1/3/14
146189,strict,t,t,null,4/15/15
813554,flexible,t,t,null,8/6/15
497810,strict,t,t,95%,4/7/16
19610569,flexible,t,f,100%,12/22/16
